article_id,title,link,published_date,source,supplier,risk_direction,geopolitical_regulatory,agricultural_environmental,financial_operational,supply_chain_logistics,market_competitive,predicted_geopolitical_regulatory,predicted_agricultural_environmental,predicted_financial_operational,predicted_supply_chain_logistics,predicted_market_competitive,predicted_risk_direction,total_risk_score,risk_rank
987,"Arvind Limited Q1 Results: Net profit declines 31.4% at ₹70 crore, revenue down by 21.2% YoY",https://www.livemint.com/companies/company-results/arvind-limited-q1-results-net-profit-declines-31-4-at-rs-70-crore-revenue-down-by-21-2-yoy-11690464205040.html,2023-07-27 07:00:00+00:00,Mint,Arvind Limited,negative,0.0,0.25,0.7058823529411765,0.0,0.3125,0,1,1,0,1,negative,1.2683823529411766,349.0
988,Arvind Limited names Dr. Lakshyaraj Singh Mewar as Primanté Luxury Fabrics’ Brand Ambassador,https://www.medianews4u.com/arvind-limited-names-dr-lakshyaraj-singh-mewar-as-primante-luxury-fabrics-brand-ambassador/,2024-04-03 07:00:00+00:00,MediaNews4U,Arvind Limited,negative,0.0,0.0,0.0,0.0,0.0625,0,0,0,0,0,negative,0.0625,778.0
989,Arvind engages Dr Lakshyaraj Singh Mewar of Udaipur as its Brand Ambassador | Media4Growth,https://www.media4growth.com/showcase/campaigns/arvind-engages-dr-lakshyaraj-singh-mewar-of-udaipur-as-its-brand-ambassador-7402-68189,2024-04-03 07:00:00+00:00,M4G Team,Arvind Limited,negative,0.0,0.0,0.29411764705882354,0.0,0.75,0,0,1,0,1,negative,1.0441176470588236,404.5
990,Arvind opens 2nd Megamart in Maharashtra,https://www.indiaretailing.com/2024/04/30/arvind-opens-2nd-megamart-in-maharashtra/,2024-04-30 07:00:00+00:00,India Retailing,Arvind Limited,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
991,Why Arvind Fashions shares gained over 7% today— Explained | Stock Market News,https://www.livemint.com/market/stock-market-news/arvind-fashions-share-price-q2-results-today-why-arvind-fashions-gained-over-7-today-explained-11699353100253.html,2023-11-07 08:00:00+00:00,Mint,Arvind Limited,negative,0.058823529411764705,0.0,0.29411764705882354,0.0,1.3125,0,0,1,0,1,negative,1.6654411764705883,275.5
992,Arvind Ltd. announces Dr Lakshyaraj Singh Mewar of Udaipur as Brand Ambassador,https://www.indiaretailing.com/2024/04/04/arvind-lakshyaraj-singh-mewar-udaipur/,2024-04-04 07:00:00+00:00,India Retailing,Arvind Limited,negative,0.0,0.0,0.0,0.0,0.0625,0,0,0,0,0,negative,0.0625,778.0
993,"Arvind, Renewcell forge partnership for denim production in India",https://www.just-style.com/news/arvind-renewcell-forge-partnership-for-denim-production-in-india/,2023-10-09 07:00:00+00:00,just-style.com,Arvind Limited,negative,0.0,0.0625,0.23529411764705882,0.07142857142857142,0.0625,0,0,1,0,1,negative,0.4317226890756303,621.0
994,How Arvind Ltd is putting a spin on cotton cultivation and farmer fortunes,https://m.economictimes.com/small-biz/sme-sector/how-arvind-ltd-is-putting-a-spin-on-cotton-cultivation-and-farmer-fortunes/a-whole-new-way-of-growing-cotton/slideshow/71725308.cms,2019-11-05 08:00:00+00:00,The Economic Times,Arvind Limited,negative,0.11764705882352941,1.125,0.23529411764705882,0.0,0.5625,1,1,1,0,1,negative,2.0404411764705883,209.5
995,Arvind & Gap open Global Water Innovation Centre for Action in Gujarat,https://www.fibre2fashion.com/news/apparel-news/arvind-gap-open-global-water-innovation-centre-for-action-in-gujarat-292375-newsdetails.htm,2024-01-15 08:00:00+00:00,Fibre2fashion.com,Arvind Limited,negative,0.0,2.5,0.8823529411764706,0.0,0.1875,0,1,1,0,1,negative,3.5698529411764706,92.0
996,Arvind's Megamart opens multi-brand fashion store in Saravali Village,"https://in.fashionnetwork.com/news/Arvind-s-megamart-opens-multi-brand-fashion-store-in-saravali-village,1629025.html",2024-05-01 07:00:00+00:00,FashionNetwork.com,Arvind Limited,negative,0.058823529411764705,0.0,0.0,0.0,1.4375,0,0,0,0,1,negative,1.4963235294117647,298.0
997,Arvind Lifestyle Brands Limited Chooses Dassault Systèmes’ “My Collection” Industry Solution Experience to Streamline Product Innovation,https://www.businesswire.com/news/home/20151026006358/en/Arvind-Lifestyle-Brands-Limited-Chooses-Dassault-Syst%C3%A8mes%E2%80%99-%E2%80%9CMy-Collection%E2%80%9D-Industry-Solution-Experience-to-Streamline-Product-Innovation,2015-10-27 07:00:00+00:00,Business Wire,Arvind Limited,negative,0.0,0.0,0.23529411764705882,0.21428571428571427,2.5,0,0,1,1,1,negative,2.9495798319327733,134.0
998,Tushar Nerkar joins Arvind Limited as chief marketing manager,https://www.afaqs.com/people-spotting/tushar-nerkar-joins-arvind-limited-as-chief-marketing-manager,2023-12-22 08:00:00+00:00,afaqs!,Arvind Limited,negative,0.0,0.0,0.0,0.0,0.1875,0,0,0,0,1,negative,0.1875,712.5
999,Jim Cramer Says International Business Machines Corp. (IBM) CEO Arvind Krishna Has ‘Reinvented The Company’,https://finance.yahoo.com/news/jim-cramer-says-international-business-094722004.html,2024-09-15 07:00:00+00:00,Yahoo Finance,Arvind Limited,negative,0.0,0.0,0.4117647058823529,0.07142857142857142,0.25,0,0,1,0,1,negative,0.7331932773109243,512.0
1000,"Arvind Kathpalia, former Kotak Mahindra Bank Chief Risk Officer, joins slice as Chief Risk Advisor Amid Merger with NESFB",https://www.prnewswire.com/in/news-releases/arvind-kathpalia-former-kotak-mahindra-bank-chief-risk-officer-joins-slice-as-chief-risk-advisor-amid-merger-with-nesfb-302141155.html,2024-05-09 07:00:00+00:00,PR Newswire,Arvind Limited,negative,0.0,0.0,0.35294117647058826,0.0,0.75,0,0,1,0,1,negative,1.1029411764705883,385.5
1002,Orient Electric announces CFO transition,https://www.peoplematters.in/news/appointments/orient-electric-announces-cfo-transition-43793,2024-12-19 09:30:24+00:00,People Matters,Arvind Limited,negative,0.0,0.0,0.058823529411764705,0.0,0.3125,0,0,0,0,1,negative,0.3713235294117647,653.0
1003,Arvind Ltd Sees Revision in Stock Evaluation Amid Recent Performance Decline,https://www.marketsmojo.com/news/stocks-in-action/arvind-ltd-stock-declines-5-16-underperforming-textile-sector-amid-ongoing-downtrend-316926,2024-12-20 10:02:55+00:00,MarketsMojo,Arvind Limited,negative,0.0,0.0,0.17647058823529413,0.0,0.5,0,0,1,0,1,negative,0.6764705882352942,530.5
1005,"We get leverage when China invests in India, says Finance Commission chairman Arvind Panagariya",https://m.economictimes.com/news/india/we-get-leverage-when-china-invests-in-india-says-finance-commission-chairman-arvind-panagariya/articleshow/112905392.cms,2024-08-30 07:00:00+00:00,The Economic Times,Arvind Limited,negative,0.4117647058823529,0.0,0.7647058823529411,0.0,0.125,1,0,1,0,1,negative,1.301470588235294,339.0
1006,Cred appoints former Kotak Mahindra Bank's group president Arvind Kathpalia as chief risk advisor,https://www.moneycontrol.com/news/business/cred-appoints-former-kotak-mahindra-banks-group-president-arvind-kathpalia-as-chief-risk-advisor-12838987.html,2024-10-09 07:00:00+00:00,Moneycontrol,Arvind Limited,positive,0.17647058823529413,0.0,0.4117647058823529,0.0,0.0,1,0,1,0,0,positive,0.5882352941176471,572.0
1007,CRED Welcomes Arvind Kathpalia As Advisor On Risk And Compliance,https://bwpeople.in/article/cred-welcomes-arvind-kathpalia-as-advisor-on-risk-and-compliance-535794,2024-10-10 07:00:00+00:00,BW people,Arvind Limited,negative,0.17647058823529413,0.0,0.29411764705882354,0.0,0.1875,1,0,1,0,1,negative,0.6580882352941176,537.0
1010,Arvind Vats To Assume Role Of CFO & CRO At Orient Electric,https://bwpeople.in/article/arvind-vats-to-assume-role-of-cfo-cro-at-orient-electric-542730,2024-12-21 08:00:00+00:00,BW people,Arvind Limited,negative,0.0,0.0,0.058823529411764705,0.0,0.3125,0,0,1,0,1,negative,0.3713235294117647,653.0
1012,"EESL Providing UJALA to India asserts Arvind Kumar Talan, CFO, Energy Efficiency Services Ltd (EESL)",https://apacnewsnetwork.com/2024/08/eesl-providing-ujala-to-india-asserts-arvind-kumar-talan-cfo-energy-efficiency-services-ltd-eesl/,2024-08-13 07:00:00+00:00,APAC News Network,Arvind Limited,negative,1.2352941176470589,4.875,1.2352941176470589,0.14285714285714285,1.9375,1,1,1,1,1,negative,9.425945378151262,24.0
1014,Arvind Fashions Limited's (NSE:ARVINDFASN) Stock Is Going Strong: Have Financials A Role To Play?,https://simplywall.st/stocks/in/retail/nse-arvindfasn/arvind-fashions-shares/news/arvind-fashions-limiteds-nsearvindfasn-stock-is-going-strong,2024-01-10 08:00:00+00:00,Simply Wall St,Arvind Limited,negative,0.11764705882352941,0.0,1.0,0.0,2.3125,0,0,1,0,1,negative,3.4301470588235294,102.0
1015,Former Kotak executive Arvind Kathpalia joins Slice as chief risk adviser,https://www.moneycontrol.com/technology/former-kotak-executive-arvind-kathpalia-joins-slice-as-chief-risk-adviser-article-12718396.html,2024-05-09 07:00:00+00:00,Moneycontrol,Arvind Limited,positive,0.058823529411764705,0.0,0.17647058823529413,0.0,0.25,0,0,1,0,1,positive,0.4852941176470588,611.0
1019,Gap Inc and Arvind unveil new water treatment facility,https://www.fibre2fashion.com/news/textile-news/gap-inc-and-arvind-unveil-new-water-treatment-facility-253062-newsdetails.htm,2019-11-05 08:00:00+00:00,Fibre2fashion.com,Arvind Limited,negative,0.058823529411764705,1.625,0.4117647058823529,0.07142857142857142,0.3125,0,1,1,0,1,negative,2.4795168067226894,168.5
1020,"Bangladesh crisis: Marico, Emami among Indian companies affected",https://www.indiatoday.in/business/story/bangladesh-crisis-check-which-indian-companies-have-been-affected-marico-dabur-emami-britannia-2577762-2024-08-06,2024-08-06 07:00:00+00:00,India Today,Arvind Limited,positive,0.4117647058823529,0.0,0.11764705882352941,0.2857142857142857,0.3125,1,0,1,1,1,negative,1.127626050420168,379.0
1021,"HDFC Bank’s mortgage head Arvind Kapil resigns to lead Poonawalla Fincorp, brokerages flag attrition risk",https://www.cnbctv18.com/finance/hdfc-banks-mortgage-head-arvind-kapil-resigns-to-lead-poonawalla-fincorp-brokerages-flag-attrition-risk-19312101.htm,2024-03-19 07:00:00+00:00,CNBCTV18,Arvind Limited,negative,0.11764705882352941,0.0,0.23529411764705882,0.0,1.125,1,0,1,0,1,negative,1.4779411764705883,303.0
1022,Climate Action Goals,https://www.levistrauss.com/sustainability-report/climate/climate-action/,2022-03-11 10:46:50+00:00,Levi Strauss,Arvind Limited,negative,0.47058823529411764,19.5,2.4705882352941178,3.7857142857142856,3.0625,1,1,1,1,1,negative,29.289390756302517,4.0
1023,Here's What We Like About Arvind Fashions' (NSE:ARVINDFASN) Upcoming Dividend,https://simplywall.st/stocks/in/retail/nse-arvindfasn/arvind-fashions-shares/news/heres-what-we-like-about-arvind-fashions-nsearvindfasn-upcom,2024-08-04 07:00:00+00:00,Simply Wall St,Arvind Limited,negative,0.058823529411764705,0.0,0.29411764705882354,0.0,1.3125,0,0,1,0,1,negative,1.6654411764705883,275.5
1024,"Cherokee Global Brands Appoints Randi Spieker as Executive Vice President, Business Development",https://www.globenewswire.com/news-release/2016/01/28/805580/0/en/Cherokee-Global-Brands-Appoints-Randi-Spieker-as-Executive-Vice-President-Business-Development.html,2016-01-28 08:00:00+00:00,GlobeNewswire,Arvind Limited,negative,0.0,0.0,0.11764705882352941,0.0,2.375,0,0,1,0,1,negative,2.4926470588235294,167.0
1026,Here's how major Indian denim companies performed in last 5 years,https://www.fibre2fashion.com/news/fabrics-news/here-s-how-major-indian-denim-companies-performed-in-last-5-years-289556-newsdetails.htm,2023-08-17 07:00:00+00:00,Fibre2fashion.com,Arvind Limited,negative,0.17647058823529413,0.0,0.9411764705882353,0.0,0.1875,1,0,1,0,1,negative,1.3051470588235294,336.5
1027,How Arvind Ltd is betting on newer businesses to move up the value chain,https://m.economictimes.com/industry/cons-products/garments-/-textiles/how-arvind-ltd-is-betting-on-newer-businesses-to-move-up-the-value-chain/articleshow/68647731.cms,2019-03-30 07:00:00+00:00,The Economic Times,Arvind Limited,negative,0.35294117647058826,0.3125,0.8235294117647058,0.0,1.75,1,1,1,0,1,negative,3.2389705882352944,117.0
1028,4 mega trends that are making Arvind’s Kulin Lalbhai gung-ho on future,https://m.economictimes.com/markets/expert-view/4-mega-trends-that-is-making-arvinds-kulin-lalbhai-gung-ho-on-future/articleshow/63109575.cms,2018-02-28 08:00:00+00:00,The Economic Times,Arvind Limited,negative,0.0,0.0625,0.7647058823529411,0.14285714285714285,5.9375,0,1,1,1,1,negative,6.907563025210084,39.0
1029,Arvind Limited Partners with PurFi Global to Combat Massive Textile Waste Problem,https://www.indianretailer.com/news/arvind-limited-partners-purfi-global-combat-massive-textile-waste-problem,2022-11-21 08:00:00+00:00,Indian Retailer,Arvind Limited,positive,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,positive,0.0,883.5
1030,A comprehensive analysis of India's textile stocks in stock market,https://www.fibre2fashion.com/news/textiles-market-trends-news/a-comprehensive-analysis-of-india-s-textile-stocks-in-stock-market-298384-newsdetails.htm,2024-10-05 07:00:00+00:00,Fibre2fashion.com,Arvind Limited,negative,0.9411764705882353,0.0,0.8235294117647058,0.0,1.75,1,0,1,0,1,negative,3.514705882352941,96.0
1031,Punit Lalbhai and Arvind's 3 pillars of growth,https://m.economictimes.com/markets/expert-view/punit-lalbhai-and-arvinds-3-pillars-of-growth/articleshow/64108353.cms,2018-05-10 07:00:00+00:00,The Economic Times,Arvind Limited,negative,0.0,0.0625,0.29411764705882354,0.14285714285714285,3.625,0,0,1,1,1,negative,4.124474789915967,74.0
1033,"Business environment in FY23 remains challenging, says Arvind chairman Sanjay Lalbhai",https://m.economictimes.com/industry/cons-products/garments-/-textiles/business-environment-in-fy23-remains-challenging-says-arvind-chairman-sanjay-lalbhai/articleshow/93459808.cms,2022-08-09 07:00:00+00:00,The Economic Times,Arvind Limited,negative,0.29411764705882354,0.1875,1.1764705882352942,0.14285714285714285,0.5625,1,0,1,0,1,negative,2.3634453781512605,177.5
1035,"Arvind Ltd aims Rs 10,000 crore business from textiles in 4-5 years",https://m.economictimes.com/industry/cons-products/garments-/-textiles/arvind-ltd-aims-rs-10000-crore-business-from-textiles-in-4-5-years/articleshow/63369336.cms,2018-03-19 07:00:00+00:00,The Economic Times,Arvind Limited,negative,0.058823529411764705,0.0,0.23529411764705882,0.0,0.875,0,0,1,0,1,negative,1.1691176470588236,369.0
1036,"Arvind Mills, Monte Carlo among 61 picks for textile PLI; Fate of 6 more firms to be decided soon",https://www.financialexpress.com/business/industry-arvind-mills-monte-carlo-among-61-picks-for-textile-pli-fate-of-6-more-firms-to-be-decided-soon-2492350/,2022-04-15 07:00:00+00:00,The Financial Express,Arvind Limited,positive,0.5882352941176471,0.0,0.058823529411764705,0.0,0.0625,1,0,0,0,0,positive,0.7095588235294118,522.0
1037,"Retail growth, increase in revenue make Arvind Ltd good long term bet",https://m.economictimes.com/wealth/invest/retail-growth-increase-in-revenue-make-arvind-analysts-favourite/articleshow/56388800.cms,2017-01-09 08:00:00+00:00,The Economic Times,Arvind Limited,negative,0.11764705882352941,0.0,0.4117647058823529,0.0,0.5,1,0,1,0,1,negative,1.0294117647058822,411.5
1039,Arvind – Gap collaborate to save 2.5 bn. litres of water every year,https://www.indiantextilemagazine.in/arvind-gap-collaborate-to-save-2-5-bn-litres-of-water-every-year/,2021-06-29 04:49:29+00:00,The Textile Magazine,Arvind Limited,negative,0.058823529411764705,1.9375,0.7647058823529411,0.07142857142857142,0.375,0,1,1,0,1,negative,3.2074579831932772,120.0
1040,"Arvind Limited to scale up textiles business to Rs 10,000 crore by 2023",https://www.financialexpress.com/business/industry-arvind-limited-to-scale-up-textiles-business-to-rs-10000-crore-by-2023-1213776/,2018-06-20 07:00:00+00:00,The Financial Express,Arvind Limited,negative,0.0,0.0,0.11764705882352941,0.0,0.6875,0,0,1,0,1,negative,0.8051470588235294,483.0
1041,Phoenix rising’,https://www.fortuneindia.com/people/phoenix-rising/100576,2013-12-05 08:00:00+00:00,Fortune India,Arvind Limited,negative,0.4117647058823529,0.1875,1.6470588235294117,0.21428571428571427,6.25,1,1,1,0,1,negative,8.71060924369748,29.0
1042,Reinvention helped Arvind stay in business for so long ’,https://www.fortuneindia.com/enterprise/reinvention-helped-arvind-stay-in-business-for-so-long/102204,2018-07-30 07:00:00+00:00,Fortune India,Arvind Limited,negative,0.11764705882352941,0.125,0.29411764705882354,0.14285714285714285,0.625,1,1,1,1,1,negative,1.3046218487394958,338.0
1043,"IPL Portfolio: Picking stocks like selecting a cricket team, says Arvind Kothari",https://m.economictimes.com/markets/expert-view/ipl-portfolio-picking-stocks-like-selecting-a-cricket-team-says-arvind-kothari/articleshow/109665011.cms,2024-04-28 07:00:00+00:00,The Economic Times,Arvind Limited,negative,0.17647058823529413,0.25,1.1764705882352942,0.14285714285714285,2.125,1,1,1,1,1,negative,3.870798319327731,78.0
1044,Companies With Nine Lives,https://www.forbesindia.com/article/9th-anniversary-special/companies-with-nine-lives/50223/1,2018-05-18 07:00:00+00:00,Forbes India,Arvind Limited,positive,0.0,0.0,1.0,0.07142857142857142,2.3125,0,0,1,0,1,positive,3.383928571428571,106.0
1045,Multibagger Textile Stock Arvind Ltd Jumps 6% Over 13% Increase in Net Profit and Dividend Announcement,https://www.equitypandit.com/multibagger-textile-stock-arvind-ltd-jumps-6-over-13-increase-in-net-profit-and-dividend-announcement/,2023-05-19 07:00:00+00:00,EquityPandit,Arvind Limited,negative,0.058823529411764705,0.0,0.47058823529411764,0.0,0.0,0,0,1,0,0,negative,0.5294117647058824,597.0
1046,Debt-laden Amtek's Arvind Dham lists group assets for divestment,https://m.economictimes.com/debt-laden-amteks-arvind-dham-lists-group-assets-for-divestment/articleshow/49489121.cms,2015-10-22 07:00:00+00:00,The Economic Times,Arvind Limited,positive,0.0,0.0625,0.35294117647058826,0.0,0.25,0,0,1,0,1,positive,0.6654411764705883,535.5
1047,Record EBITDA growth for Adani firms in FY24,https://www.financialexpress.com/business/industry-record-ebitda-growth-for-adani-firms-in-fy24-3510301/,2024-06-03 07:00:00+00:00,The Financial Express,,negative,0.0,0.0,0.47058823529411764,0.0,0.25,0,0,1,0,1,negative,0.7205882352941176,518.5
1048,Managing the Business Risk,https://www.crowe.com/ae/events/managing-the-business-risk,2022-01-20 09:41:17+00:00,Crowe,Arvind Limited,negative,0.11764705882352941,0.0,0.17647058823529413,0.0,0.0625,1,0,0,0,1,negative,0.35661764705882354,671.5
1049,Arvind shares fall 65% ahead of demerger to close at Rs 109,https://www.financialexpress.com/business/industry-arvind-shares-fall-65-ahead-of-demerger-to-close-at-rs-109-1397342/,2018-11-29 08:00:00+00:00,The Financial Express,Arvind Limited,negative,0.0,0.0,0.23529411764705882,0.07142857142857142,0.625,0,0,1,0,1,negative,0.9317226890756303,435.0
1050,Arvind Ltd stock hits fresh 52-week low after shares turn ex-date before demerger,https://www.businesstoday.in/markets/company-stock/story/arvind-ltd-stock-falls-arvind-demerger-arvind-fashions-115403-2018-11-28,2018-11-28 08:00:00+00:00,Business Today,Arvind Limited,negative,0.0,0.0,0.0,0.0,1.0,0,0,1,0,1,negative,1.0,419.0
1051,Arvind Mills: From near bankruptcy to reinvention,https://m.economictimes.com/arvind-mills-from-near-bankruptcy-to-reinvention/articleshow/17599357.cms,2012-12-14 08:00:00+00:00,The Economic Times,Arvind Limited,negative,0.17647058823529413,0.25,0.5882352941176471,0.0,1.625,1,1,1,0,1,negative,2.639705882352941,161.0
1053,actyv.ai welcomes Arvind Kathpalia as Advisor to accelerate future growth,https://www.aninews.in/news/business/business/actyvai-welcomes-arvind-kathpalia-as-advisor-to-accelerate-future-growth20230227185039,2023-02-27 08:00:00+00:00,ANI News,Arvind Limited,negative,0.0,0.0,0.0,0.0,0.0625,0,0,0,0,0,negative,0.0625,778.0
1054,Shiprocket acquires Arvind Ltd’s Omuni for Rs 200 crore in cash and stock,https://m.economictimes.com/tech/technology/shiprocket-acquires-arvind-retails-omuni-in-rs-200-crore-cash-and-stock-deal/articleshow/92971325.cms,2022-07-19 07:00:00+00:00,The Economic Times,Arvind Limited,negative,0.058823529411764705,0.0,0.058823529411764705,0.5714285714285714,0.4375,0,0,0,1,1,negative,1.1265756302521008,380.0
1055,"Arvind to list its branded apparel business by next year post demerger, but without IPO",https://www.financialexpress.com/market/arvind-to-list-its-branded-apparel-by-august-next-year-post-demerger-but-without-ipo/925014/,2017-11-08 08:00:00+00:00,The Financial Express,Arvind Limited,negative,0.0,0.0,0.23529411764705882,0.0,0.625,0,0,1,0,1,negative,0.8602941176470589,462.0
1056,Arvind Mills : A good turnaround story,https://m.economictimes.com/arvind-mills-a-good-turnaround-story/articleshow/32270142.cms,2002-12-24 08:00:00+00:00,The Economic Times,Arvind Limited,negative,0.17647058823529413,0.0625,1.588235294117647,0.07142857142857142,1.0,1,0,1,1,1,negative,2.8986344537815123,139.0
1057,Will members of the fourth generation of TVS Group take more risks?,https://m.economictimes.com/news/company/corporate-trends/will-members-of-the-fourth-generation-of-tvs-group-take-more-risks/articleshow/46913047.cms,2015-04-14 07:00:00+00:00,The Economic Times,Arvind Limited,negative,0.23529411764705882,0.25,0.6470588235294118,0.2857142857142857,1.0,1,1,1,1,1,negative,2.418067226890756,173.0
1058,Bangladesh crisis: 12 listed Indian companies with exposure in troubled zone,https://m.economictimes.com/markets/stocks/news/bangladesh-crisis-12-listed-indian-companies-with-exposure-on-troubled-zone/articleshow/112312863.cms,2024-08-06 07:00:00+00:00,The Economic Times,Arvind Limited,positive,0.4117647058823529,0.0,0.35294117647058826,0.14285714285714285,1.0625,1,0,1,1,1,positive,1.970063025210084,220.0
1059,Arvind Ltd sells its 10 percent stake for new entity,https://www.indianretailer.com/article/franchise/retail/Arvind-Ltd-sells-its-10-percent-stake-for-new-entity.a5482,2016-10-26 07:00:00+00:00,Indian Retailer,Arvind Limited,negative,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.0,883.5
1060,"Arvind Fashion Q3 FY25 Results: Revenue climbs 7% YoY to Rs 1,202.76 crore, Net Profit jumps 58% YoY",https://www.businessupturn.com/business/corporates/arvind-fashion-q3-fy25-results-revenue-climbs-7-yoy-to-rs-1202-76-crore-net-profit-jumps-58-yoy/,2025-02-05 07:39:49+00:00,Business Upturn,Arvind Limited,negative,0.058823529411764705,0.0,1.0,0.0,0.375,0,0,1,0,1,negative,1.4338235294117647,309.0
1068,Arvind and Gap open world's first apparel water sustainability hub,https://smartwatermagazine.com/news/gap/arvind-and-gap-open-worlds-first-apparel-water-sustainability-hub,2024-01-15 08:00:00+00:00,Smart Water Magazine,Arvind Limited,negative,0.0,2.875,1.0,0.0,0.125,0,1,1,0,1,negative,4.0,76.0
1069,Protective Textiles and India: Growth is inevitable,https://apparelresources.com/business-news/manufacturing/protective-textiles-india-growth-inevitable/,2024-05-22 07:00:00+00:00,Apparel Resources,Arvind Limited,negative,0.47058823529411764,1.3125,0.47058823529411764,0.21428571428571427,0.3125,1,1,1,1,1,negative,2.78046218487395,146.0
1075,"Diwali Picks: Coal India, Escorts Kubota, Titagarh Rail, Newgen Software are among SBI Securities 12 stock ideas",https://www.businesstoday.in/markets/company-stock/story/diwali-picks-coal-india-escorts-kubota-titagarh-rail-newgen-software-sbi-securities-stock-ideas-452173-2024-10-31,2024-10-31 07:00:00+00:00,Business Today,Arvind Limited,negative,0.29411764705882354,0.0625,1.588235294117647,0.35714285714285715,4.3125,1,0,1,1,1,negative,6.614495798319328,41.0
1078,Gap Inc and Arvind unveil new water treatment facility,https://www.fibre2fashion.com/news/sustainability-news/gap-inc-and-arvind-unveil-new-water-treatment-facility-253062-newsdetails.htm,2019-11-05 08:00:00+00:00,Fibre2fashion.com,Arvind Limited,negative,0.058823529411764705,1.625,0.4117647058823529,0.07142857142857142,0.3125,0,1,1,0,1,negative,2.4795168067226894,168.5
1081,Interarch Building Products Ltd IPO GMP Lot Size and Dates,https://www.equitypandit.com/interarch-building-products-ltd-ipo-gmp-lot-size-and-dates/,2024-08-16 07:00:00+00:00,EquityPandit,Arvind Limited,negative,0.058823529411764705,0.125,1.8235294117647058,0.14285714285714285,1.25,1,0,1,1,1,negative,3.4002100840336134,104.0
1082,Rethinking Growth: Sustainable Approaches to Business,https://asiasociety.org/india/events/rethinking-growth-sustainable-approaches-business,2022-02-23 05:10:34+00:00,Asia Society,Arvind Limited,negative,0.11764705882352941,1.5625,0.4117647058823529,0.07142857142857142,0.5625,1,1,1,0,1,negative,2.725840336134454,154.0
1083,Expanding horizons for risk management in pharma,https://www.mckinsey.com/capabilities/risk-and-resilience/our-insights/expanding-horizons-for-risk-management-in-pharma,2018-05-31 07:00:00+00:00,McKinsey,,negative,0.7647058823529411,0.25,0.7647058823529411,0.35714285714285715,0.375,1,1,1,1,1,negative,2.5115546218487395,166.0
1085,4 Ways Companies Can Price Carbon: Lessons from India,https://www.wri.org/insights/4-ways-companies-can-price-carbon-lessons-india,2018-04-04 07:00:00+00:00,World Resources Institute,Arvind Limited,negative,0.35294117647058826,4.125,0.35294117647058826,0.0,1.375,1,1,1,0,1,negative,6.205882352941176,44.0
1088,"Arvind Fashions says 75% of its stores operational, revenue below pre-Covid levels",https://m.economictimes.com/industry/cons-products/fashion-/-cosmetics-/-jewellery/arvind-fashions-says-75-of-its-stores-operational-revenue-below-pre-covid-levels/articleshow/76873376.cms,2020-07-09 07:00:00+00:00,The Economic Times,Arvind Limited,negative,0.17647058823529413,0.0,0.29411764705882354,0.21428571428571427,0.6875,1,0,1,1,1,negative,1.372373949579832,322.0
1091,Kulin Lalbhai | Executive Director | Arvind Limited,https://www.fibre2fashion.com/interviews/face2face/arvind-limited/kulin-lalbhai/13267-1,2022-05-18 07:00:00+00:00,Fibre2fashion.com,Arvind Limited,negative,0.17647058823529413,0.375,0.17647058823529413,0.0,2.6875,1,1,1,0,1,negative,3.4154411764705883,103.0
1093,4 Stocks in which Tata Mutual Funds bought fresh stake in Q2,https://tradebrains.in/features/4-stocks-in-which-tata-mutual-funds-bought-fresh-stake-in-q2/,2024-10-17 07:00:00+00:00,Trade Brains,Arvind Limited,negative,0.0,0.0,1.2352941176470589,0.0,0.75,0,0,1,0,1,negative,1.9852941176470589,217.0
1095,Interview with Mr Arvind Singhal,https://www.fibre2fashion.com/interviews/face2face/technopak-advisors/mr-arvind-singhal/341-1,2018-08-19 02:10:36+00:00,Fibre2fashion.com,Arvind Limited,negative,0.29411764705882354,0.0,0.8823529411764706,0.35714285714285715,3.0,1,0,1,1,1,negative,4.533613445378151,62.0
1096,Arvind shoots up ~8% after resuming full operations at Ankur unit,https://www.indiainfoline.com/news/markets/arvind-shoots-up-8-after-resuming-full-operations-at-ankur-unit,2022-03-10 08:00:00+00:00,Indiainfoline,Arvind Limited,negative,0.0,0.0,0.11764705882352941,0.0,0.0,0,0,1,0,0,negative,0.11764705882352941,753.0
1098,Is the Ethiopian Dream over?,https://in.apparelresources.com/business-news/manufacturing/is-the-ethiopian-dream-over/,2022-02-01 08:00:00+00:00,Apparel Resources,Arvind Limited,negative,0.17647058823529413,0.0,1.3529411764705883,0.14285714285714285,0.1875,1,0,1,1,1,negative,1.8597689075630253,238.0
1100,Embassy Reit CEO Aravind Maiya suspended following NFRA’s ten-year debarment,https://www.livemint.com/companies/news/sebi-orders-suspension-of-embassy-office-parks-ceo-aravind-maiya-after-nfra-ban-here-are-the-details-11730733644340.html,2024-11-04 08:00:00+00:00,Mint,,positive,0.4117647058823529,0.0,0.23529411764705882,0.0,0.0,1,0,1,0,0,negative,0.6470588235294117,540.0
